Time,Amplitude
9.83,0.8090169943749395
9.84,0.9510565162951455
9.85,0.9999999999999998
9.86,0.9510565162951695
9.870000000000001,0.8090169943749514
9.88,0.5877852522924426
9.89,0.30901699437492347
9.9,-1.2744992440044711e-14
9.91,-0.3090169943749478
9.92,-0.5877852522924633
9.93,-0.809016994374933
9.94,-0.9510565162951422
9.950000000000001,-0.9999999999999998
9.96,-0.9510565162951552
9.97,-0.8090169943749578
9.98,-0.5877852522924513
9.99,-0.3090169943749338
